2007_SiteID,SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,ECO_BIO,IM_COMMENT,2012_Chloride,2007_Chloride,chloride_Difference
NLA06608-0104,NLA12_KS-105,1,6570,6/13/2012 0:00,PLNLOW,SPL,56.79395135,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,17.31073011,KINGMAN,21148492,21148492,21148492,Lake/Pond: Hydrographic Category = Perennial,Included,479.33,Region_7,Kingman County State Lake,TargetSampleable,144,,PLNLOW,SPL,479885,Kingman County State Lake,11,11030015,MAN_MADE,RESERVOIR,37.65556473,-98.26098551,11,NonREF07,Yes,9,9.4,9.4.2,Kingman County State Lake,,,,Non Federal,Non-Federal,NLA07RVT,4.717548227,1.10E+13,S,Y,PROB,>50,,,,NLA12_KS-105,KS_NLA07RVT,0,,0,KS,KS,100,20095,Target_Sampled,,KS_NLA07RVT,Target,,No,27,27,27d,27d,17.31073011,KS_>4,2.428571429,-197563.2903,19784.79936,PLAINS,,22.766,10.961,11.805
NLA06608-0110,NLA12_MN-R01,1,7432,7/24/2012 0:00,PLNLOW,UMW,139.0504772,E:100-500,No,,,,,BECKER,6654751,6654751,6654751,Lake/Pond: Hydrographic Category = Perennial,Excluded,437.86,Region_5,PICKEREL LAKE,TargetSampleable,109,,PLNLOW,UMW,649380,Pickerel Lake,9,9020103,NATURAL,NATURAL,46.87323752,-95.73232612,9,,No,8,8.1,8.1.4,Pickerel Lake,,,,,Non-Federal,,10.50970183,9.02E+12,S,Y,HAND,,Included,,,NLA12_MN-R01,,0,,0,MN,MN,100,27005,Target_Sampled,Target_Sampled,,Target,Target,No,51,51,51j,51j,,,0,20491.77481,1046902.989,UMW,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,3.517,3.32,0.197
NLA06608-0113,NLA12_VT-102,1,1000020,6/26/2012 0:00,EHIGH,NAP,83.35219021,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,81.24782053,ORLEANS,4599649,4599649,4599649,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,396.91,Region_1,Lake Parker,TargetSampleable,117,,EHIGH,NAP,1458897,Lake Parker,1,1110000,NATURAL,NATURAL_ENH,44.71962755,-72.23382351,1,NonREF07,No,5,5.3,5.3.1,Lake Parker,,,,Non Federal,Non-Federal,NLA07RVT,4.253675398,1.11E+12,S,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_VT-102,VT_NLA07RVT,26,VT_>50,3,VT,VT,100,50019,Target_Sampled,Target_Sampled,VT_NLA07RVT,Target,Target,No,58,58,58l,58l,81.24782053,VT_>4,2.666666667,1859702.109,1041484.44,EHIGH,,1.056,1.182,-0.126
NLA06608-0115,NLA12_WI-110,1,1000147,8/13/2012 0:00,PLNLOW,UMW,6.737154766,B:4-10,No,NLA07RVT,NLA07_RVT12,Include,1889.659829,WAUPACA,9036005,9036005,9036005,Lake/Pond: Hydrographic Category = Perennial,Included,271.25,Region_5,Marl Lake,TargetSampleable,116,,PLNLOW,UMW,1569056,Marl Lake,4,4030202,NATURAL,NATURAL,44.32353747,-89.19098336,4,NonREF07,No,8,8.1,8.1.4,Marl Lake,,,,Non Federal,Non-Federal,NLA07RVT,0.987719176,4.03E+12,S,Y,PROB,"(4,10]",,NonREF07,NLA07RVT,NLA12_WI-110,WI_NLA07RVT,0,,3,WI,WI,100,55135,Target_Sampled,,WI_NLA07RVT,Target,,Yes,51,51,51d,51d,1889.659829,WI_>4,2.625,541097.8915,782994.3894,UMW,,2.5,1.425,1.075
NLA06608-0120,NLA12_OK-103,1,6919,7/2/2012 0:00,PLNLOW,SPL,10136.04452,F:500+,No,NLA07RVT,NLA07_RVT12,Include,1.519730888,PAWNEE,20971700,20971700,20971700,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,220.49,Region_6,Keystone Reservoir,TargetSampleable,144,,PLNLOW,SPL,,,11,11050003,MAN_MADE,RESERVOIR,36.15061114,-96.43967025,11,OK_GT500,Yes,9,9.4,9.4.5,Keystone Reservoir,NESLake,4011,4011,Non Federal,Non-Federal,NLA07RVT,455.2371715,1.11E+13,S,Y,PROB,>50,Included,OK_GT500,NLA07RVT,OK621200010020_00,OK_NLA07RVT_OKSF_GT500,1,OK_OK_GT500,1,OK,OK,100,40113,Target_Sampled,Target_Sampled,OK_NLA07RVT_OKSF_GT500,Target,Target,Yes,29,29,29a,29a,1.519730888,OK_>4,1,-39201.65815,-151091.2383,PLAINS,,288,87.493,200.507
NLA06608-0134,NLA12_CT-102,1,6854,6/28/2012 0:00,EHIGH,NAP,99.98450318,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,39.69758508,LITCHFIELD,6110045,6110045,6110045,Lake/Pond: Hydrographic Category = Perennial,Included,285.96,Region_1,West Hill Pond,TargetSampleable,118,,EHIGH,NAP,211956,West Hill Pond,1,1080207,NATURAL,NATURAL,41.8811168,-73.03985488,1,NonREF07,No,5,5.3,5.3.1,West Hill Pond,,,,Non Federal,Non-Federal,NLA07RVT,5.007664543,1.08E+12,S,Y,PROB,>50,,,,NLA12_CT-102,CT_NLA07RVT,0,,0,CT,CT,100,9005,Target_Sampled,,CT_NLA07RVT,Target,,Yes,58,58,58e,58e,39.69758508,CT_>4,3.5,1873704.819,718278.8688,EHIGH,,6.742,6.872,-0.13
NLA06608-0140,NLA12_KS-108,1,6404,6/4/2012 0:00,PLNLOW,TPL,26.86449268,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,96.24792788,ATCHISON,743939,743939,743939,Lake/Pond: Hydrographic Category = Perennial,Included,321.71,Region_7,Atchison County Park Lake,TargetSampleable,143,,PLNLOW,TPL,479979,Clear Creek Lake,10,10270103,MAN_MADE,RESERVOIR,39.63835365,-95.45681141,10,NonREF07,Yes,9,9.2,9.2.3,Clear Creek Lake,,,,Non Federal,Non-Federal,NLA07RVT,4.019917365,1.03E+13,S,Y,PROB,"(20,50]",,,,NLA12_KS-108,KS_NLA07RVT,0,,0,KS,KS,100,20005,Target_Sampled,,KS_NLA07RVT,Target,,No,47,47,47i,47i,96.24792788,KS_>4,2.428571429,46197.42533,239798.861,PLAINS,,15.742,5.558,10.184
NLA06608-0141,NLA12_DE-101,1,7729,8/6/2012 0:00,PLNLOW,CPL,65.4747537,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,16.14145448,NEW CASTLE,4652598,4652598,4652598,Lake/Pond: Hydrographic Category = Perennial,Included,0,Region_3,Noxontown Pond,TargetSampleable,118,,PLNLOW,CPL,,,2,2040205,MAN_MADE,MAN_MADE,39.42401394,-75.68735124,2,NonREF07,No,8,8.5,8.5.1,Noxontown Pond,NESLake,1007,1007,Non Federal,Non-Federal,NLA07RVT2,9.836266815,2.04E+12,S,Y,PROB,>50,,,,NLA12_DE-101,DE_NLA07RVT,0,,0,DE,DE,100,10003,Target_Sampled,,DE_NLA07RVT,Target,,Yes,63,63,63f,63f,16.14145448,DE_>4,2,1719542.539,400118.9102,CPL,,19.207,17.002,2.205
NLA06608-0142,NLA12_WI-104,1,1000121,7/17/2012 0:00,PLNLOW,UMW,422.1658539,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,172.1233455,VILAS,14446838,167120870,14446838 ; 14446842,Lake/Pond: Hydrographic Category = Perennial,Included,497.98,Region_5,Plum Lake,TargetSampleable,148,,PLNLOW,UMW,1571698,Plum Lake,7,7070001,NATURAL,NATURAL_ENH,46.00615673,-89.50723347,7,REF07,Yes,5,5.2,5.2.1,Plum Lake,,,,Non Federal,Non-Federal,NLA07RVT,20.67471621,7.07E+12,S,Y,PROB,>50,,REF07,NLA07RVT,NLA12_WI-104,WI_NLA07RVT,0,,3,WI,WI,100,55125,Target_Sampled,,WI_NLA07RVT,Target,,No,50,50,50i,50i,172.1233455,WI_>4,2.666666667,503229.5147,967954.6247,UMW,,2,1.602,0.398
NLA06608-0150,NLA12_ME-109,1,7463,7/25/2012 0:00,EHIGH,NAP,1887.921208,F:500+,No,NLA07RVT,NLA07_RVT12,Include,9.081937449,PENOBSCOT,3319884,3319884,3319884,Lake/Pond: Hydrographic Category = Perennial,Included,60.78,Region_1,Sebasticook Lake,TargetSampleable,118,,EHIGH,NAP,575163,Sebasticook Lake,1,1030003,NATURAL,NATURAL,44.85554819,-69.23749986,1,NonREF07,No,8,8.1,8.1.8,Sebasticook Lake,NESLake,2312,2312,Non Federal,Non-Federal,NLA07RVT,46.67428231,1.03E+12,S,Y,PROB,>50,,,,NLA12_ME-109,ME_NLA07RVT,0,,0,ME,ME,100,23019,Target_Sampled,,ME_NLA07RVT,Target,,No,82,82,82e,82e,9.081937449,ME_>4,1,2084088.241,1118264.529,EHIGH,,7,5.106,1.894
NLA06608-0153,NLA12_VA-108,1,6553,6/12/2012 0:00,EHIGH,SAP,34.27812829,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,47.31527597,PRINCE EDWARD,8609463,8609463,8609463,Lake/Pond: Hydrographic Category = Perennial,Included,133.82,Region_3,Spring Creek Lake,TargetSampleable,157,,EHIGH,SAP,1474995,Spring Creek Lake,2,2080207,MAN_MADE,MAN_MADE,37.2141479,-78.62552714,2,NonREF07,No,8,8.3,8.3.4,Spring Creek Lake,,,,Non Federal,Non-Federal,NLA07RVT,4.183526661,2.08E+12,S,Y,PROB,"(20,50]",,,,NLA12_VA-108,VA_NLA07RVT,0,,0,VA,VA,100,51147,Target_Sampled,,VA_NLA07RVT,Target,,No,45,45,45e,45e,47.31527597,VA_>4,1.75,1518861.818,107197.2801,EHIGH,,3.349,3.289,0.06
NLA06608-0155,NLA12_IL-106,1,7282,7/19/2012 0:00,PLNLOW,TPL,154.8025399,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,13.83703919,LAKE,14769830,14769830,14769830,Lake/Pond: Hydrographic Category = Perennial,Included,223.92,Region_5,Long Lake,TargetSampleable,148,,PLNLOW,TPL,412585,Long Lake,7,7120006,NATURAL,NATURAL,42.37464061,-88.13351269,7,NonREF07,Yes,8,8.2,8.2.1,Long Lake,NESLake,1725,1725,Non Federal,Non-Federal,NLA07RVT,8.802183045,7.12E+12,T,Y,PROB,>50,,,,NLA12_IL-106,IL_NLA07RVT,0,,0,IL,IL,100,17097,Target_Sampled,,IL_NLA07RVT,Target,,Yes,53,53,53b,53b,13.83703919,IL_>4,3,642943.3501,572650.1907,PLAINS,,166.56,157.085,9.475
NLA06608-0162,NLA12_NH-105,1,6812,6/26/2012 0:00,EHIGH,NAP,53.36929127,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,57.03582643,CHESHIRE,9342959,9342959,9342959,Lake/Pond: Hydrographic Category = Perennial,Included,270.74,Region_1,Sip Pond,TargetSampleable,118,,EHIGH,NAP,869936,Sip Pond,1,1080202,NATURAL,NATURAL,42.7329984,-72.10333954,1,NonREF07,No,5,5.3,5.3.1,Sip Pond,,,,Non Federal,Non-Federal,NLA07RVT,3.016796043,1.08E+12,S,Y,PROB,>50,,,,NLA12_NH-105,NH_NLA07RVT,0,,0,NH,NH,100,33005,Target_Sampled,,NH_NLA07RVT,Target,,Yes,58,58,58g,58g,57.03582643,NH_>4,2.5,1924844.636,829373.274,EHIGH,,8.464,9.472,-1.008
NLA06608-0167,NLA12_MN-118,1,6471,6/7/2012 0:00,PLNLOW,UMW,70.19571133,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,8.464641162,MCLEOD,2354274,2354274,2354274,Lake/Pond: Hydrographic Category = Perennial,Included,302.17,Region_5,South Lake,TargetSampleable,148,,PLNLOW,UMW,652323,South Lake,7,7010205,NATURAL,NATURAL,44.94545187,-94.0350912,7,NonREF07,Yes,8,8.1,8.1.4,South Lake,NESLake,2784,2784,Non Federal,Non-Federal,NLA07RVT,3.994630926,7.01E+12,T,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-118,MN_NLA07RVT,5,MN_Nut7_>50,2,MN,MN,100,27085,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,51,51,51i,51i,8.464641162,MN_>4,1.80952381,154837.6445,834464.8123,UMW,,149.797,338.262,-188.465
NLA06608-0173,NLA12_CA-106,1,6250,5/22/2012 0:00,WMTNS,XER,62.78533719,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,231.9268344,IMPERIAL,22597891,22597891,22597891,Lake/Pond: Hydrographic Category = Perennial,Included,-53.27,Region_9,Ramer Lake,TargetSampleable,130,,WMTNS,XER,247931,Ramer Lake,18,18100200,MAN_MADE,MAN_MADE,33.07900474,-115.512784,18,NonREF07,No,10,10.2,10.2.2,Ramer Lake,,,,Non Federal,National Wildlife Refuge FWS,NLA07RVT,3.204951638,1.81E+13,T,Y,PROB,>50,,,,NLA12_CA-106,CA_NLA07RVT,0,,0,CA,CA,100,6025,Target_Sampled,,CA_NLA07RVT,Target,,Yes,81,81,81f,81f,231.9268344,CA_>4,2.571428571,-1797629.851,-309473.4971,WMTNS,,303,536.409,-233.409
NLA06608-0177,NLA12_VT-104,1,1000071,7/17/2012 0:00,EHIGH,NAP,41.12620274,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,82.51229997,ADDISON,22221219,22221219,22221219,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,384.73,Region_1,Silver Lake,TargetSampleable,117,East,EHIGH,NAP,1461401,Silver Lake,2,2010002,MAN_MADE,RESERVOIR,43.89113168,-73.0524672,2,REF07,No,5,5.3,5.3.1,Silver Lake,,,,Forest Service,National Forest FS,NLA07RVT,3.479405685,2.01E+12,R,Y,PROB,"(20,50]",Included,REF07,NLA07RVT,NLA12_VT-104,VT_NLA07RVT,47,"VT_(20,50]",1,VT,VT,100,50001,Target_Sampled,Target_Sampled,VT_NLA07RVT,Target,Target,No,58,58,58c,58c,82.51229997,VT_>4,1,1818995.723,936079.985,EHIGH,,0.548,0.498,0.05
NLA06608-0181,NLA12_CA-104,1,8483,9/11/2012 0:00,WMTNS,WMT,118.8169149,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,94.29961191,MONO,20287024,20287024,20287024,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,2323.16,Region_9,June Lake,TargetSampleable,128,West,WMTNS,WMT,262048,June Lake,18,18090101,NATURAL,NATURAL,37.78873902,-119.0738863,18,NonREF07,No,6,6.2,6.2.12,June Lake,,,,Forest Service,National Forest FS,NLA07RVT,4.627384423,1.81E+13,S,Y,PROB,>50,,,,NLA12_CA-104,CA_NLA07RVT,0,,0,CA,CA,100,6051,Target_Sampled,,CA_NLA07RVT,Target,,No,5,5,5i,5i,94.29961191,CA_>4,2.571428571,-1993028.56,275507.7375,WMTNS,,5.69,5.329,0.361
NLA06608-0183,NLA12_WI-108,1,1000109,7/30/2012 0:00,PLNLOW,UMW,577.5639511,F:500+,No,NLA07RVT,NLA07_RVT12,Include,19.6240585,POLK,2646860,2646860,2646860,Lake/Pond: Hydrographic Category = Perennial,Included,310.94,Region_5,Wapogasset Lake,TargetSampleable,148,,PLNLOW,UMW,1576201,Wapogasset Lake,7,7030005,NATURAL,NATURAL_ENH,45.32642671,-92.42532377,7,NonREF07,Yes,8,8.1,8.1.4,Wapogasset Lake,NESLake,5550,5550,Non Federal,Non-Federal,NLA07RVT,22.08690471,7.03E+12,T,Y,PROB,>50,,NonREF07,NLA07RVT,NLA12_WI-108,WI_NLA07RVT,0,,3,WI,WI,100,55095,Target_Sampled,,WI_NLA07RVT,Target,,Yes,51,51,51a,51a,19.6240585,WI_>4,2.625,280049.521,880512.0359,UMW,,12.4,12.418,-0.018
NLA06608-0191,NLA12_NC-105,1,6359,5/30/2012 0:00,EHIGH,SAP,640.030334,F:500+,No,NLA07RVT,NLA07_RVT12,Include,43.26120774,MACON,19735013,19735013,19735013,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,916.56,Region_4,Nantahala Lake,TargetSampleable,152,,EHIGH,SAP,990860,Nantahala Lake,6,6010202,MAN_MADE,RESERVOIR,35.18110441,-83.6799846,05_06,REF07,Yes,8,8.4,8.4.4,Nantahala Lake,,,,Non Federal,National Forest FS,NLA07RVT,45.14522579,6.01E+12,R,Y,PROB,>50,,,,NLA12_NC-105,NC_NLA07RVT,0,,0,NC,NC,100,37113,Target_Sampled,,NC_NLA07RVT,Target,,No,66,66,66g,66g,43.26120774,NC_>4,2,1109432.129,-187706.9256,EHIGH,,1.027,0.919,0.108
NLA06608-0201,NLA12_CA-103,1,7916,8/13/2012 0:00,WMTNS,WMT,574.7253533,F:500+,No,NLA07RVT,NLA07_RVT12,Include,158.1456211,PLACER,14991593,14991593,14991593,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,1592.46,Region_9,French Meadows Reservoir,TargetSampleable,125,West,WMTNS,WMT,1664175,French Meadows Reservoir,18,18020128,MAN_MADE,RESERVOIR,39.11326334,-120.4389061,18,REF07,No,6,6.2,6.2.12,French Meadows Reservoir,,,,Forest Service,National Forest FS,NLA07RVT,14.56207055,1.80E+13,S,Y,PROB,>50,,,,NLA12_CA-103,CA_NLA07RVT,0,,0,CA,CA,100,6061,Target_Sampled,,CA_NLA07RVT,Target,,No,5,5,5d,5d,158.1456211,CA_>4,4,-2070639.438,448540.246,WMTNS,,0.34,0.274,0.066
NLA06608-0208,NLA12_AR-102,1,8144,8/21/2012 0:00,PLNLOW,CPL,95.89252695,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,170.3424876,POINSETT,9272602,9272602,9272602,Lake/Pond: Hydrographic Category = Perennial,Included,69.01,Region_6,Lake Hogue,TargetSampleable,149,,PLNLOW,CPL,81237,Lake Hogue,8,8020302,MAN_MADE,RESERVOIR,35.58318947,-90.96294056,8,NonREF07,Yes,8,8.5,8.5.2,Lake Hogue,,,,Non Federal,Non-Federal,NLA07RVT,3.883137271,8.02E+12,S,Y,PROB,>50,,,,NLA12_AR-102,AR_NLA07RVT,0,,0,AR,AR,100,5111,Target_Sampled,,AR_NLA07RVT,Target,,No,73,73,73g,73g,170.3424876,AR_>4,2.666666667,452269.0854,-202728.2053,CPL,,5.343,7.438,-2.095
NLA06608-0212,NLA12_IN-115,1,8168,8/22/2012 0:00,EHIGH,SAP,2761.795165,F:500+,No,NLA07RVT,NLA07_RVT12,Include,7.1217646,MONROE,18470130,166899251,18470130,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,172.67,Region_5,Monroe Lake,TargetSampleable,150,,EHIGH,SAP,451234,Monroe Lake,5,5120208,MAN_MADE,RESERVOIR,39.02600151,-86.47054783,05_06,NonREF07,Yes,8,8.3,8.3.3,Monroe Lake,NESLake,1828,1828,Non Federal,Army Corps of Engineers DOD,NLA07RVT,91.18767142,5.12E+12,S,Y,PROB,>50,,,,NLA12_IN-115,IN_NLA07RVT,0,,0,IN,IN,100,18105,Target_Sampled,,IN_NLA07RVT,Target,,Yes,71,71,71c,71c,7.1217646,IN_>4,2.9375,815983.5776,211983.839,EHIGH,,3.935,4.502,-0.567
NLA06608-0216,NLA12_NE-110,1,7405,7/24/2012 0:00,PLNLOW,TPL,32.08410411,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,86.73979847,GAGE,18821320,18821320,18821320,Lake/Pond: Hydrographic Category = Perennial,Included,425.89,Region_7,Cedar Creek Reservoir 9-A,TargetSampleable,143,,PLNLOW,TPL,1769885,Cedar Creek Reservoir 9-A,10,10270202,MAN_MADE,RESERVOIR,40.32809914,-96.53200107,10,NonREF07,Yes,9,9.2,9.2.3,Cedar Creek Reservoir 9-A,,,,Non Federal,Non-Federal,NLA07RVT,4.582719371,1.03E+13,T,Y,PROB,"(20,50]",,,,NLA12_NE-110,NE_NLA07RVT,0,,0,NE,NE,100,31067,Target_Sampled,,NE_NLA07RVT,Target,,No,47,47,47i,47i,86.73979847,NE_>4,2.285714286,-44813.3158,317075.9992,PLAINS,,9.932,4.062,5.87
NLA06608-0219,NLA12_IN-103,1,8012,8/15/2012 0:00,PLNLOW,TPL,47.00753436,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,31.46598573,NOBLE,12265302,12265302,12265302,Lake/Pond: Hydrographic Category = Perennial,Included,284.71,Region_5,Skinner Lake,TargetSampleable,116,,PLNLOW,TPL,443584,Skinner Lake,4,4050001,NATURAL,NATURAL,41.39844133,-85.36782919,4,NonREF07,No,8,8.2,8.2.4,Skinner Lake,,,,Non Federal,Non-Federal,NLA07RVT,3.535511239,4.05E+12,S,Y,PROB,"(20,50]",,,,NLA12_IN-103,IN_NLA07RVT,0,,0,IN,IN,100,18113,Target_Sampled,,IN_NLA07RVT,Target,,No,55,55,55a,55a,31.46598573,IN_>4,2.9375,880360.5491,486110.1195,PLAINS,,20.386,23.274,-2.888
NLA06608-0220,NLA12_NE-105,1,8028,8/17/2012 0:00,PLNLOW,SPL,20.1814267,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,42.24916263,CHERRY,16031228,16031228,16031228,Lake/Pond: Hydrographic Category = Perennial,Included,884.56,Region_7,East Twin Lake,TargetSampleable,143,,PLNLOW,SPL,828998,East Twin Lake,10,10150004,NATURAL,NATURAL,42.50469691,-100.5300766,10,NonREF07,Yes,9,9.3,9.3.4,East Twin Lake,,,,US FWS,National Wildlife Refuge FWS,NLA07RVT,1.935952246,1.02E+13,R,Y,PROB,"(20,50]",,,,NLA12_NE-105,NE_NLA07RVT,0,,0,NE,NE,100,31031,Target_Sampled,,NE_NLA07RVT,Target,,No,44,44,44d,44d,42.24916263,NE_>4,2.285714286,-369841.9415,569381.7286,PLAINS,,4.874,21.81,-16.936
NLA06608-0221,NLA12_VA-106,1,7586,8/1/2012 0:00,PLNLOW,CPL,18.43287407,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,141.638501,JAMES CITY,10062717,10062717,10062717,Lake/Pond: Hydrographic Category = Perennial,Included,2.67,Region_3,Jolly Pond,TargetSampleable,157,,PLNLOW,CPL,1502049,Jolly Pond,2,2080206,MAN_MADE,MAN_MADE,37.30188244,-76.82107103,2,NonREF07,No,8,8.3,8.3.5,Jolly Pond,,,,Non Federal,Non-Federal,NLA07RVT,3.745423426,2.08E+12,S,Y,PROB,"(10,20]",,,,NLA12_VA-106,VA_NLA07RVT,0,,0,VA,VA,100,51095,Target_Sampled,,VA_NLA07RVT,Target,,Yes,65,65,65m,65m,141.638501,VA_>4,1.75,1672590.524,147148.0465,CPL,,3.227,5.587,-2.36
NLA06608-0224,NLA12_MO-104,1,6746,6/21/2012 0:00,EHIGH,SAP,70.64731132,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,25.2423027,ST FRANCOIS,729879,729879,729879,Lake/Pond: Hydrographic Category = Perennial,Included,323.96,Region_7,Unnamed,TargetSampleable,147,,EHIGH,SAP,,,8,8020202,MAN_MADE,MAN_MADE,37.64948066,-90.58515268,8,NonREF07,Yes,8,8.4,8.4.5,,,,,Non Federal,Non-Federal,NLA07RVT,6.050109161,8.02E+12,T,Y,PROB,>50,,,,NLA12_MO-104,MO_NLA07RVT,0,,0,MO,MO,100,29187,Target_Sampled,,MO_NLA07RVT,Target,,No,39,39,39f,39f,25.2423027,MO_>4,2.714285714,472972.9426,30230.93855,EHIGH,,3.542,3.677,-0.135
NLA06608-0229,NLA12_NY-0102,1,6834,6/27/2012 0:00,EHIGH,NAP,1683.026984,F:500+,No,NLA07RVT,NLA07_RVT12,Include,40.17888565,HAMILTON,15468219,166766898,15468219 ; 22738015,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,495.93,Region_2,Long Lake,TargetSampleable,117,,EHIGH,NAP,955875,Long Lake,4,4150305,NATURAL,NATURAL,44.03842234,-74.36720503,4,REF07,No,5,5.3,5.3.1,Long Lake,NESLake,3619,3619,Non Federal,Non-Federal,NLA07RVT,78.15538398,4.15E+12,S,Y,PROB,>50,NLA_NY,REF07,NLA07RVT,R_P241,NY_NLA07RVT,0,,2,NY,NY,100,36041,Target_Sampled,,NY_NLA07RVT,Target,,No,58,58,58ad,58ad,40.17888565,NY_>4,2,1712935.225,927625.3869,EHIGH,,2.277,3.894,-1.617
NLA06608-0234,NLA12_MI-101,1,7103,7/11/2012 0:00,PLNLOW,UMW,20.59036148,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,278.9036241,KENT,9002369,9002369,9002369,Lake/Pond: Hydrographic Category = Perennial,Included,224.37,Region_5,Pine Lake,TargetSampleable,116,,PLNLOW,UMW,634963,Pine Lake,4,4050006,NATURAL,NATURAL,43.21860654,-85.46809659,4,NonREF07,No,8,8.1,8.1.6,Pine Lake,,,,Non Federal,Non-Federal,NLA07RVT2,1.989710514,4.05E+12,T,Y,PROB,"(20,50]",Included,NonREF07,NLA07RVT2,NLA12_MI-101,MI_NLA07RVT,184,"MI_(20,50]",2,MI,MI,100,26081,Target_Sampled,Target_Sampled,MI_NLA07RVT,Target,Target,No,56,56,56g,56g,278.9036241,MI_>4,2.235294118,849583.7188,687457.753,UMW,,43.52,38.154,5.366
NLA06608-0235,NLA12_IN-110,1,7754,8/6/2012 0:00,PLNLOW,UMW,322.0065588,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,7.1217646,KOSCIUSKO,18485954,18485954,18485954 ; 18485954,Lake/Pond: Hydrographic Category = Perennial,Included,250.67,Region_5,Tippecanoe Lake,TargetSampleable,150,,PLNLOW,UMW,,,5,5120106,NATURAL,NATURAL,41.3210911,-85.75191291,05_06,NonREF07,Yes,8,8.1,8.1.6,Tippecanoe Lake,NESLake,1817,,Non Federal,Non-Federal,NLA07RVT,13.63739145,5.12E+12,T,Y,PROB,>50,,,,NLA12_IN-110,IN_NLA07RVT,0,,0,IN,IN,100,18085,Target_Sampled,,IN_NLA07RVT,Target,,Yes,56,56,56a,56a,7.1217646,IN_>4,2.9375,849615.399,474007.9244,UMW,LAKE_POLY changed (YES). Polygon needs to be split between Tippecanoe Lake and James Lake,21.289,23.368,-2.079
